rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason,existing_bgm_id,existing_title
76,Geralt of Rivia,The Witcher 3: Wild Hunt,The Witcher 3: Wild Hunt,285,1942,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 258（Geralt of Rivia）と同一logical game・同一または公式対応タイトル,258,Geralt of Rivia
77,Summer (Nature's Crescendo),Stardew Valley,Stardew Valley,261,17000,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 259（Summer (Nature's Crescendo)）と同一logical game・同一または公式対応タイトル,259,Summer (Nature's Crescendo)
78,The Disappearance of Hatsune Miku,Hatsune Miku: Project DIVA,Hatsune Miku: Project Diva,181,11754,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 260（The Disappearance of Hatsune Miku）と同一logical game・同一または公式対応タイトル,260,The Disappearance of Hatsune Miku
80,Ascension,Final Fantasy XVI,Final Fantasy XVI,157,31551,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 261（Ascension）と同一logical game・同一または公式対応タイトル,261,Ascension
82,Never Fade Away,Cyberpunk 2077,Cyberpunk 2077,129,1877,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 262（Never Fade Away）と同一logical game・同一または公式対応タイトル,262,Never Fade Away
83,Underground,Terraria,Terraria,271,1879,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 263（Underground）と同一logical game・同一または公式対応タイトル,263,Underground
85,Candy Mountain,Kirby Super Star,Kirby Super Star,194,3719,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 264（Candy Mountain）と同一logical game・同一または公式対応タイトル,264,Candy Mountain
86,Airbuster,Final Fantasy VII Remake,Final Fantasy VII Remake,152,11169,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 265（エアバスター）と同一logical game・同一または公式対応タイトル,265,エアバスター
88,That's the Way It Is,Red Dead Redemption 2,Red Dead Redemption 2,242,25076,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 266（That's the Way It Is）と同一logical game・同一または公式対応タイトル,266,That's the Way It Is
89,Subwoofer Lullaby,Minecraft: Java Edition,Minecraft: Java Edition,210,121,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 267（Subwoofer Lullaby）と同一logical game・同一または公式対応タイトル,267,Subwoofer Lullaby
90,Rapid as Wildfires,Genshin Impact,Genshin Impact,166,119277,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 268（Rapid as Wildfires）と同一logical game・同一または公式対応タイトル,268,Rapid as Wildfires
92,No Promises to Keep,Final Fantasy VII Rebirth,Final Fantasy VII Rebirth,151,133236,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 269（No Promises to Keep）と同一logical game・同一または公式対応タイトル,269,No Promises to Keep
93,Reset,Ōkami,Ōkami,225,1271,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 270（Reset）と同一logical game・同一または公式対応タイトル,270,Reset
94,Halo,Halo: Combat Evolved,Halo: Combat Evolved,179,740,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 271（Halo）と同一logical game・同一または公式対応タイトル,271,Halo
95,Pigstep,Minecraft,Minecraft,209,135400,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 272（Pigstep）と同一logical game・同一または公式対応タイトル,272,Pigstep
96,Pedujara: Even Immortality Ends,Honkai: Star Rail,Honkai Star Rail,7,178282,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,既存BGM ID 273（Pedujara: Even Immortality Ends）と同一logical game・同一または公式対応タイトル,273,Pedujara: Even Immortality Ends
97,戦闘！トレーナー,ポケットモンスター 赤・緑,ポケットモンスター 赤・緑,93,1511|1561,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 274（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,274,戦闘！トレーナー
98,Footfalls,Final Fantasy XIV Online,Final Fantasy XIV: Endwalker,155,143232,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 275（Footfalls）と同一logical game・同一または公式対応タイトル,275,Footfalls
100,Halo Theme Mjolnir Mix,Halo 2,Halo 2,177,986,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 276（Halo Theme Mjolnir Mix）と同一logical game・同一または公式対応タイトル,276,Halo Theme Mjolnir Mix
101,The Cyber Grind,ULTRAKILL,Ultrakill,288,124333,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 277（The Cyber Grind）と同一logical game・同一または公式対応タイトル,277,The Cyber Grind
102,60% Daily,Zenless Zone Zero,Zenless Zone Zero,303,200551,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 278（60% Daily）と同一logical game・同一または公式対応タイトル,278,60% Daily
103,戦闘！野生ポケモン,ポケットモンスター 金・銀,ポケットモンスター 金・銀,94,1513|1558,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 279（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル,279,戦闘！野生ポケモン
106,One Final Effort,Halo 3,Halo 3,178,987,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 280（One Final Effort）と同一logical game・同一または公式対応タイトル,280,One Final Effort
107,World's End Valentine,OMORI,Omori,226,26673,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 281（World's End Valentine）と同一logical game・同一または公式対応タイトル,281,World's End Valentine
108,Usagi Flap,Blue Archive,Blue Archive,123,139391,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 282（Usagi Flap）と同一logical game・同一または公式対応タイトル,282,Usagi Flap
109,戦闘！野生ポケモン,ポケットモンスター ルビー・サファイア,ポケットモンスター ルビー・サファイア,95,1515|1557,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 283（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル,283,戦闘！野生ポケモン
112,At Doom's Gate,Doom,Doom (1993),139,673,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 284（At Doom's Gate）と同一logical game・同一または公式対応タイトル,284,At Doom's Gate
114,"Fly, My Wings",Limbus Company,Limbus Company,199,194106,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 285（Fly, My Wings）と同一logical game・同一または公式対応タイトル",285,"Fly, My Wings"
115,戦闘！野生ポケモン,ポケットモンスター ダイヤモンド・パール,ポケットモンスター ダイヤモンド・パール,96,1518|1560,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 286（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル,286,戦闘！野生ポケモン
118,BFG Division,DOOM (2016),Doom (2016),140,7351,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 287（BFG Division）と同一logical game・同一または公式対応タイトル,287,BFG Division
119,Cara Mia Addio,Portal 2,Portal 2,239,72,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 288（Cara Mia Addio）と同一logical game・同一または公式対応タイトル,288,Cara Mia Addio
121,戦闘！フロンティアブレーン,Pokémon Platinum,Pokémon Platinum Version,237,1519,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 289（戦闘！フロンティアブレーン）と同一logical game・同一または公式対応タイトル,289,戦闘！フロンティアブレーン
122,Sanctuary,Kingdom Hearts II,Kingdom Hearts II,190,1221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 290（Sanctuary）と同一logical game・同一または公式対応タイトル,290,Sanctuary
124,The Only Thing They Fear Is You,DOOM Eternal,Doom Eternal,141,103298,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 291（The Only Thing They Fear Is You）と同一logical game・同一または公式対応タイトル,291,The Only Thing They Fear Is You
125,Bonetrousle,Undertale,Undertale,289,12517,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 292（Bonetrousle）と同一logical game・同一または公式対応タイトル,292,Bonetrousle
127,戦闘！野生ポケモン,ポケットモンスター ブラック・ホワイト,ポケットモンスター ブラック・ホワイト,97,1522|1521,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 293（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル,293,戦闘！野生ポケモン
128,Song of the Ancients / Devola,NieR Replicant,Nier Replicant,221,80468,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 294（イニシエノウタ／デボル）と同一logical game・同一または公式対応タイトル,294,イニシエノウタ／デボル
131,The World Revolving,Deltarune,Deltarune,136,171233,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 295（The World Revolving）と同一logical game・同一または公式対応タイトル,295,The World Revolving
132,For UltraPlayers,SOUND VOLTEX,Sound Voltex Nabla,257,382474,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 296（For UltraPlayers）と同一logical game・同一または公式対応タイトル,296,For UltraPlayers
133,戦闘！アクロマ,ポケットモンスター ブラック2・ホワイト2,ポケットモンスター ブラック2・ホワイト2,6,8284|8353,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 297（戦闘！アクロマ）と同一logical game・同一または公式対応タイトル,297,戦闘！アクロマ
134,City Ruins - Rays of Light,NieR: Automata,NieR: Automata,222,11208,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 298（遺サレタ場所／斜光）と同一logical game・同一または公式対応タイトル,298,遺サレタ場所／斜光
135,I'm Here,Sonic Frontiers,Sonic Frontiers,254,150010,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,既存BGM ID 299（I'm Here）と同一logical game・同一または公式対応タイトル,299,I'm Here
136,The Last of Us,The Last of Us,The Last of Us,274,1009,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 300（The Last of Us）と同一logical game・同一または公式対応タイトル,300,The Last of Us
137,Mantis Lords,Hollow Knight,Hollow Knight,183,14593,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 301（Mantis Lords）と同一logical game・同一または公式対応タイトル,301,Mantis Lords
138,V,beatmania IIDX,Beatmania IIDX,121,94920,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 302（V）と同一logical game・同一または公式対応タイトル,302,V
139,戦闘！ヒガナ,Pokémon Omega Ruby and Alpha Sapphire,Pokémon Omega Ruby and Alpha Sapphire,236,6897|6898,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 303（戦闘！ヒガナ）と同一logical game・同一または公式対応タイトル,303,戦闘！ヒガナ
141,All Hail Shadow,Sonic X Shadow Generations,Sonic X Shadow Generations,256,284716,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 304（All Hail Shadow）と同一logical game・同一または公式対応タイトル,304,All Hail Shadow
142,God of War,God of War (2018),God of War,169,19560,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 305（God of War）と同一logical game・同一または公式対応タイトル,305,God of War
145,戦闘！ウルトラネクロズマ,Pokémon Ultra Sun and Ultra Moon,Pokémon Ultra Sun and Ultra Moon,238,36792|36793,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 306（戦闘！ウルトラネクロズマ）と同一logical game・同一または公式対応タイトル,306,戦闘！ウルトラネクロズマ
146,Battle at Journey's End,Octopath Traveler,Octopath Traveler,223,26765,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 307（旅路の果てに立ちはだかる者）と同一logical game・同一または公式対応タイトル,307,旅路の果てに立ちはだかる者
147,24-Hour Cinderella,Like a Dragon 0,Yakuza 0,295,11397,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 308（24-Hour Cinderella）と同一logical game・同一または公式対応タイトル,308,24-Hour Cinderella
148,The Way of the Ghost,Ghost of Tsushima,Ghost of Tsushima,167,75235,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 309（The Way of the Ghost）と同一logical game・同一または公式対応タイトル,309,The Way of the Ghost
149,Scattered and Lost,Celeste,Celeste,127,26226,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 310（Scattered and Lost）と同一logical game・同一または公式対応タイトル,310,Scattered and Lost
150,幽玄ノ乱,Taiko no Tatsujin,Taiko no Tatsujin: Niji-iro Version,267,319924,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 311（幽玄ノ乱）と同一logical game・同一または公式対応タイトル,311,幽玄ノ乱
151,戦闘！マリィ,ポケットモンスター ソード・シールド,ポケットモンスター ソード・シールド,100,115653|37382,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 312（戦闘！マリィ）と同一logical game・同一または公式対応タイトル,312,戦闘！マリィ
152,Critical Clash II,Octopath Traveler II,Octopath Traveler II,224,217554,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 313（決戦2）と同一logical game・同一または公式対応タイトル,313,決戦2
154,Raphael's Final Act,Baldur's Gate 3,Baldur's Gate III,119,119171,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 314（Raphael's Final Act）と同一logical game・同一または公式対応タイトル,314,Raphael's Final Act
156,セカイ,Project SEKAI COLORFUL STAGE!,Hatsune Miku: Colorful Stage!,180,139134,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 315（セカイ）と同一logical game・同一または公式対応タイトル,315,セカイ
157,戦闘！ウォロ,Pokémon Legends: Arceus,Pokémon Legends: Arceus,235,144054,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 316（戦闘！ウォロ）と同一logical game・同一または公式対応タイトル,316,戦闘！ウォロ
158,That Person's Name Is,Bravely Default,Bravely Default,124,4700,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 317（彼の者の名は）と同一logical game・同一または公式対応タイトル,317,彼の者の名は
