rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason
57,Subhuman,Devil May Cry 5,DmC: Devil May Cry,,1254,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
59,Die House,Cuphead,Cuphead,,9061,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
60,Evans,jubeat,Jubeat,,79960,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
62,Otherworld,Final Fantasy X,Final Fantasy X,,418,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
63,Metal Man Stage,Mega Man 2,Mega Man 2,,1715,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
64,Theme of Laura,Silent Hill 2,Silent Hill 2,,481,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
69,Storm Eagle Stage,Mega Man X,Mega Man X,,1741,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
70,Dragonborn,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,,472,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
75,Ryu's Theme,Street Fighter II,Street Fighter II,,3186,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
79,Green Greens,Kirby's Dream Land,Kirby's Dream Land,,1063,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
81,Let's Get It On,Street Fighter III: 3rd Strike,Street Fighter III: 3rd Strike,,6710,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
84,READY!!,The Idolmaster,The Idolmaster,,281482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
87,R.E.D.,Street Fighter 6,Street Fighter 6,,191692,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
91,Roar of Dedede,Kirby and the Forgotten Land,Kirby and the Forgotten Land,,172427,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
99,Green Hill Zone,Sonic the Hedgehog,Sonic the Hedgehog,,3192,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補18件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
104,Chrono Trigger,Chrono Trigger,Chrono Trigger,,1802,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
105,Chemical Plant Zone,Sonic the Hedgehog 2,Sonic the Hedgehog 2,,112884,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
110,Time's Scar,Chrono Cross,Chrono Cross,,1804,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
111,Sonic Boom,Sonic CD,Sonic CD,,5452,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
113,Self Esteem Fund,Portal,Portal,,14546,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
116,Simple and Clean,Kingdom Hearts,Kingdom Hearts,,393742,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
117,Open Your Heart,Sonic Adventure,Sonic Adventure,,7860,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
120,Oshama Scramble!,maimai,Maimai,,60813,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
123,Supporting Me,Sonic Adventure 2,Sonic Adventure 2,,7858,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
126,End Time,CHUNITHM,Chunithm,,56388,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
129,Rooftop Run - Day,Sonic Unleashed,Sonic Unleashed,,133942,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
130,Suicide Mission,Mass Effect 2,Mass Effect 2,,74,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
140,Overture,Dragon Quest III,Dragon Warrior III,,205600,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
143,Bellhart,Hollow Knight: Silksong,Hollow Knight Silksong,,372563,needs_review,medium,https://thegameawards.com/nominees/best-score-and-music,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
144,I'm so Happy,jubeat,Jubeat,,79960,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
153,Jin Kazama Theme,Tekken 3,Tekken 3,,1244,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
155,Out of Tartarus,Hades,Hades,,80529,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
159,Sparking,Tekken 5,Tekken 5,,393526,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
160,The Drive,Resident Evil 4,Resident Evil 4,,974,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
164,Megalomania,Live A Live,Live A Live,,15835,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
167,Botanic Panic,Cuphead,Cuphead,,9061,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
168,M@STERPIECE,The Idolmaster,The Idolmaster,,281482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
176,四魔貴族バトル1,Romancing SaGa 3,Romancing SaGa 3,,11313,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
187,Fear of the Heavens,Secret of Mana,Secret of Mana,,3216,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
194,The Best Is Yet to Come,Metal Gear Solid,Metal Gear Solid,,375,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
196,Main Theme,Super Smash Bros. Brawl,Super Smash Bros. Brawl,,1628,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
203,Lost Painting,Castlevania: Symphony of the Night,Castlevania: Symphony of the Night,,1128,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補6件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
213,Roar / Rathalos,Monster Hunter,Monster Hunter,4,384972,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存logical game一致。同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
214,Promise,Silent Hill 2,Silent Hill 2,,481,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
216,Aquatic Ambience,Donkey Kong Country,Donkey Kong Country,,1090,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
226,地下BGM,Super Mario Bros.,Super Mario Bros.,,358,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
227,Meaning of Birth,Tales of the Abyss,Tales of the Abyss,,1207,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
229,Bowser's Galaxy Generator,Super Mario Galaxy,Super Mario Galaxy,,1077,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
235,Coconut Mall,Mario Kart Wii,Mario Kart Wii,,2183,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
241,Dark World,The Legend of Zelda: A Link to the Past,The Legend of Zelda: A Link to the Past,,1026,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
243,Crimson Cloud,Devil May Cry 5,DmC: Devil May Cry,,1254,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
244,Zelda's Lullaby,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,,1029,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
245,Theme of Love,Final Fantasy IV,Final Fantasy IV,,16587,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
246,Air Man Stage,Mega Man 2,Mega Man 2,,1715,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
248,"Home, Sweet Home",Final Fantasy V,Final Fantasy V,,419,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補6件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
249,Armored Armadillo Stage,Mega Man X,Mega Man X,,1741,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
252,Ken's Theme,Street Fighter II,Street Fighter II,,3186,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
253,Hidden Village,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Twilight Princess,,134014,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
254,J-E-N-O-V-A,Final Fantasy VII,Final Fantasy VII,,393025,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
255,Jazzy NYC '99,Street Fighter III: 3rd Strike,Street Fighter III: 3rd Strike,,6710,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
257,The Extreme,Final Fantasy VIII,Final Fantasy VIII,,425,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
258,Viator,Street Fighter 6,Street Fighter 6,,191692,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
260,Battle 1,Final Fantasy IX,Final Fantasy IX,,421,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
263,Suteki Da Ne,Final Fantasy X,Final Fantasy X,,418,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
264,Marble Zone,Sonic the Hedgehog,Sonic the Hedgehog,,3192,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補18件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
265,King Dedede's Theme,Kirby's Dream Land,Kirby's Dream Land,,1063,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
267,Casino Night Zone,Sonic the Hedgehog 2,Sonic the Hedgehog 2,,112884,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
270,You Can Do Anything,Sonic CD,Sonic CD,,5452,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
271,The Raging Lion Roars,Kirby and the Forgotten Land,Kirby and the Forgotten Land,,172427,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
273,It Doesn't Matter,Sonic Adventure,Sonic Adventure,,7860,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
276,For True Story,Sonic Adventure 2,Sonic Adventure 2,,7858,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
282,Battle with Magus,Chrono Trigger,Chrono Trigger,,1802,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
284,Dream of the Shore Near Another World,Chrono Cross,Chrono Cross,,1804,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
286,Hikari,Kingdom Hearts,Kingdom Hearts,,393742,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）。重複判定: Simple and Cleanとは言語・歌詞・録音が異なるため別曲として維持
291,Adventure,Dragon Quest III,Dragon Warrior III,,205600,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
295,地上BGM,Super Mario Bros. 3,Super Mario Bros. 3,,1068,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
298,The Front Hall,Resident Evil 2,Resident Evil 2,,880,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補8件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
302,地上BGM,Super Mario World,Super Mario World,,1070,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
309,Bob-omb Battlefield,Super Mario 64,Super Mario 64,3,1074,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存logical game一致。同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
316,Delfino Plaza,Super Mario Sunshine,Super Mario Sunshine,,1075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
318,Public Enemy,Devil May Cry,Devil May Cry,,134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
322,Sky Station Galaxy,Super Mario Galaxy 2,Super Mario Galaxy 2,,1078,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
323,Gypsy Dance,Dragon Quest IV,Dragon Warrior IV,,16584,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
324,Shall Never Surrender,Devil May Cry 4,Devil May Cry 4,,112,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
327,U.M.A. NEW WORLD!!,Uma Musume: Pretty Derby,Uma Musume: Pretty Derby,,,needs_review,low,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,IGDB検索候補なし
328,Super Bell Hill,Super Mario 3D World,Super Mario 3D World,,2180,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
329,Toward the Horizon,Dragon Quest V,Dragon Quest V: Tenkuu no Hanayome,,205595,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
330,Snake Man Stage,Mega Man 3,Mega Man 3,,1716,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
338,My Burden Is Light,OneShot,OneShot,,225565,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
346,Rawk Hawk Battle,Paper Mario: The Thousand-Year Door,Paper Mario: The Thousand-Year Door,,3349,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
349,You're Not Here,Silent Hill 3,Silent Hill 3,,482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
350,Instrument of Surrender,Disco Elysium,Disco Elysium,,26472,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
351,凛として咲く花の如く,pop'n music,Pop'n music,,186652,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
352,In the Final,Mario & Luigi: Bowser's Inside Story,Mario & Luigi: Bowser's Inside Story,,3363,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
354,Reach for the Stars,Sonic Colors,Sonic Colors,,2267,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
360,Rooftop Run - Modern,Sonic Generations,Sonic Generations,,506,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
379,Uncharted Worlds,Mass Effect,Mass Effect,,73,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
384,The End of Denial,Like a Dragon: Infinite Wealth,Like a Dragon: Infinite Wealth - Master Vacation Bundle,,288217,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
390,Let Mom Sleep,Jet Set Radio,Jet Set Radio,,398453,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
392,On Little Cat Feet,OneShot,OneShot,,225565,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
399,GIRLS' LEGEND U,Uma Musume: Pretty Derby,Uma Musume: Pretty Derby,,,needs_review,low,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,IGDB検索候補なし
402,Heat Haze Shadow 2,Tekken 7,Tekken 7,,394038,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
404,"Whirling-In-Rags, 8 AM",Disco Elysium,Disco Elysium,,26472,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
411,Main Theme,Super Smash Bros. Ultimate,Super Smash Bros. Ultimate,266,90101,needs_review,low,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,名称が曖昧。既存『命の灯火』のボーカル版・インスト版のどちらを指すか特定不能
412,Fighting of the Spirit,Tales of Phantasia,Tales of Phantasia,,1200,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
414,The Second Malformation of G,Resident Evil 2,Resident Evil 2,,880,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補8件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
