logical_game_name,alias,normalized_alias,source,confidence
Arknights,明日方舟,明日方舟,igdb_alias_or_localization,high
Arknights,アークナイツ,アークナイツ,igdb_alias_or_localization,high
Armored Core VI: Fires of Rubicon,Armored Core VI: Fires of Rubicon,armoredcorevifiresofrubicon,csv_source,high
Armored Core VI: Fires of Rubicon,AC6,ac6,igdb_alias_or_localization,high
Armored Core VI: Fires of Rubicon,Armored Core 6,armoredcore6,igdb_alias_or_localization,high
Armored Core VI: Fires of Rubicon,Armoured Core 6,armouredcore6,igdb_alias_or_localization,high
Armored Core VI: Fires of Rubicon,Armoured Core VI,armouredcorevi,igdb_alias_or_localization,high
Armored Core VI: Fires of Rubicon,アーマード・コア VI ファイアーズ・オブ・ルビコン,アーマード・コアviファイアーズ・オブ・ルビコン,igdb_alias_or_localization,high
Armored Core: For Answer,Armored Core: For Answer,armoredcoreforanswer,csv_source,high
Armored Core: For Answer,Armored Core: 4A,armoredcore4a,igdb_alias_or_localization,high
Armored Core: For Answer,Armoured Core: For Answer,armouredcoreforanswer,igdb_alias_or_localization,high
Armored Core: For Answer,アーマード・コア フォーアンサー,アーマード・コアフォーアンサー,igdb_alias_or_localization,high
Armored Core: Verdict Day,Armored Core: Verdict Day,armoredcoreverdictday,csv_source,high
Armored Core: Verdict Day,Āmādo Koa Vādikuto Dei,amadokoavadikutodei,igdb_alias_or_localization,high
Armored Core: Verdict Day,アーマード・コア ヴァーディクトデイ,アーマード・コアヴァーディクトデイ,igdb_alias_or_localization,high
Astro Bot,ASTRO BOT,astrobot,csv_source,high
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2: Lost Legends & the Secret Fairy,atelierryza2lostlegendsthesecretfairy,csv_source,high
Atelier Ryza 2: Lost Legends & the Secret Fairy,莱莎的炼金工房２ ～失落传说与秘密妖精～,莱莎的炼金工房2失落传说与秘密妖精,igdb_alias_or_localization,high
Atelier Ryza 2: Lost Legends & the Secret Fairy,萊莎的鍊金工房２ ～失落傳說與秘密妖精～,萊莎的鍊金工房2失落傳說與秘密妖精,igdb_alias_or_localization,high
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2,atelierryza2,igdb_alias_or_localization,high
Atelier Ryza 2: Lost Legends & the Secret Fairy,ライザのアトリエ 2 失われた伝承と秘密の妖精,ライザのアトリエ2失われた伝承と秘密の妖精,igdb_alias_or_localization,high
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza: Ever Darkness & the Secret Hideout,atelierryzaeverdarknessthesecrethideout,csv_source,high
Atelier Ryza: Ever Darkness & the Secret Hideout,萊莎的鍊金工房～常闇女王與秘密藏身處～,萊莎的鍊金工房常闇女王與秘密藏身處,igdb_alias_or_localization,high
Atelier Ryza: Ever Darkness & the Secret Hideout,ライザのアトリエ ～常闇の女王と秘密の隠れ家～,ライザのアトリエ常闇の女王と秘密の隠れ家,igdb_alias_or_localization,high
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza: Ever Darkness and the Secret Hideout,atelierryzaeverdarknessandthesecrethideout,igdb_alias_or_localization,high
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza,atelierryza,igdb_alias_or_localization,high
Atelier Sophie: The Alchemist of the Mysterious Book,Atelier Sophie: The Alchemist of the Mysterious Book,ateliersophiethealchemistofthemysteriousbook,csv_source,high
Atelier Sophie: The Alchemist of the Mysterious Book,Sophie no Atelier: Fushigi na Hon no Renkinjutsushi,sophienoatelierfushiginahonnorenkinjutsushi,igdb_alias_or_localization,high
Atelier Sophie: The Alchemist of the Mysterious Book,ソフィーのアトリエ 不思議な本の錬金術士,ソフィーのアトリエ不思議な本の錬金術士,igdb_alias_or_localization,high
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,atelieryumiathealchemistofmemoriestheenvisionedland,csv_source,high
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,ユミアのアトリエ ～追憶の錬金術士と幻創の地～,ユミアのアトリエ追憶の錬金術士と幻創の地,igdb_alias_or_localization,high
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia : L’Alchimiste des Souvenirs et la Terre Rêvée,atelieryumialalchimistedessouvenirsetlaterrerevee,igdb_alias_or_localization,high
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia: Die Alchemistin der Erinnerungen und das erträumte Land,atelieryumiadiealchemistindererinnerungenunddasertraumteland,igdb_alias_or_localization,high
Baldur's Gate III,Baldur's Gate 3,baldursgate3,csv_source,high
Baldur's Gate III,Baldur's Gate III,baldursgateiii,logical_name,high
Baldur's Gate III,BG3,bg3,igdb_alias_or_localization,high
Baldur's Gate III,BGIII,bgiii,igdb_alias_or_localization,high
Baldur's Gate III,Launcher\LariLauncher.exe,launcherlarilauncherexe,igdb_alias_or_localization,high
Baldur's Gate III,バルダーズ・ゲート3,バルダーズ・ゲート3,igdb_alias_or_localization,high
Baldur's Gate III,バルダーズ・ゲートiii,バルダーズ・ゲートiii,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,bangdreamgirlsbandparty,csv_source,high
BanG Dream! Girls Band Party!,BanG Dream!,bangdream,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,Bang Dream! 少女樂團派對!,bangdream少女樂團派對,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,BanG Dream! 少女乐团派对!,bangdream少女乐团派对,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,Bandori GBP,bandorigbp,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,Bandori,bandori,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,バンドリ,バンドリ,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,Garupa,garupa,igdb_alias_or_localization,high
BanG Dream! Girls Band Party!,バンドリ! ガールズバンドパーティ!,バンドリガールズバンドパーティ,igdb_alias_or_localization,high
Beatmania IIDX,beatmania IIDX,beatmaniaiidx,csv_source,high
Beatmania IIDX,IIDX,iidx,igdb_alias_or_localization,high
Bloodborne,Bloodborne,bloodborne,csv_source,high
Bloodborne,Project Beast,projectbeast,igdb_alias_or_localization,high
Bloodborne,血源诅咒,血源诅咒,igdb_alias_or_localization,high
Bloodborne,ブラッドボーン,ブラッドボーン,igdb_alias_or_localization,high
Blue Archive,Blue Archive,bluearchive,csv_source,high
Blue Archive,Project MX,projectmx,igdb_alias_or_localization,high
Blue Archive,BlueArchive.exe,bluearchiveexe,igdb_alias_or_localization,high
Blue Archive,ブルーアーカイブ,ブルーアーカイブ,igdb_alias_or_localization,high
Bravely Default,Bravely Default,bravelydefault,csv_source,high
Bravely Default,Bravely Default: Where the Fairy Flies,bravelydefaultwherethefairyflies,igdb_alias_or_localization,high
Bravely Default,Bravely Default: For the Sequel,bravelydefaultforthesequel,igdb_alias_or_localization,high
Bravely Default,ブレイブリーデフォルト フォーザ・シークウェル,ブレイブリーデフォルトフォーザ・シークウェル,igdb_alias_or_localization,high
Bravely Second: End Layer,Bravely Second: End Layer,bravelysecondendlayer,csv_source,high
Castlevania III: Dracula's Curse,Castlevania III: Dracula's Curse,castlevaniaiiidraculascurse,csv_source,high
Castlevania III: Dracula's Curse,Devil's Castle Legend,devilscastlelegend,igdb_alias_or_localization,high
Castlevania III: Dracula's Curse,Akumajou Densetsu,akumajoudensetsu,igdb_alias_or_localization,high
Castlevania III: Dracula's Curse,Castlevania 3: Dracula's Curse,castlevania3draculascurse,igdb_alias_or_localization,high
Castlevania III: Dracula's Curse,Castlevania III,castlevaniaiii,igdb_alias_or_localization,high
Castlevania III: Dracula's Curse,Castlevania 3,castlevania3,igdb_alias_or_localization,high
Castlevania III: Dracula's Curse,悪魔城伝説,悪魔城伝説,igdb_alias_or_localization,high
Castlevania: Aria of Sorrow,Castlevania: Aria of Sorrow,castlevaniaariaofsorrow,csv_source,medium
Castlevania: Aria of Sorrow,Castlevania: Minuet of Dawn,castlevaniaminuetofdawn,igdb_alias_or_localization,medium
Castlevania: Aria of Sorrow,Castlevania: Akatsuki no Menuett,castlevaniaakatsukinomenuett,igdb_alias_or_localization,medium
Castlevania: Aria of Sorrow,恶魔城 晓月圆舞曲,恶魔城晓月圆舞曲,igdb_alias_or_localization,medium
Castlevania: Aria of Sorrow,Castlevania: Akatsuki no Enbukyoku,castlevaniaakatsukinoenbukyoku,igdb_alias_or_localization,medium
Castlevania: Aria of Sorrow,キャッスルヴァニア ～暁月の円舞曲～,キャッスルヴァニア暁月の円舞曲,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,Castlevania: Symphony of the Night,castlevaniasymphonyofthenight,csv_source,medium
Castlevania: Symphony of the Night,Devil's Castle Dracula X: Nocturne in the Moonlight,devilscastledraculaxnocturneinthemoonlight,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,SotN,sotn,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,Castlevania: SotN,castlevaniasotn,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,Akumajou Dracula X: Gekka no Yasoukyoku,akumajoudraculaxgekkanoyasoukyoku,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,Symphony of the Night,symphonyofthenight,igdb_alias_or_localization,medium
Castlevania: Symphony of the Night,悪魔城ドラキュラX 月下の夜想曲,悪魔城ドラキュラx月下の夜想曲,igdb_alias_or_localization,medium
Celeste,Celeste,celeste,csv_source,high
Celeste,蔚蓝,蔚蓝,igdb_alias_or_localization,high
Celeste,Celeste.exe,celesteexe,igdb_alias_or_localization,high
Chrono Cross,Chrono Cross,chronocross,csv_source,medium
Chrono Cross,Project Kid,projectkid,igdb_alias_or_localization,medium
Chrono Cross,Chrono 2,chrono2,igdb_alias_or_localization,medium
Chrono Cross,クロノ・クロス,クロノ・クロス,igdb_alias_or_localization,medium
Chrono Trigger,Chrono Trigger,chronotrigger,csv_source,medium
Chrono Trigger,CT,ct,igdb_alias_or_localization,medium
Chrono Trigger,クロノ・トリガー,クロノ・トリガー,igdb_alias_or_localization,medium
Chunithm,CHUNITHM,chunithm,csv_source,medium
Chunithm,CHUNITHM 1,chunithm1,igdb_alias_or_localization,medium
Chunithm,チュウニズム,チュウニズム,igdb_alias_or_localization,medium
Clair Obscur: Expedition 33,Clair Obscur: Expedition 33,clairobscurexpedition33,csv_source,high
Clair Obscur: Expedition 33,光与影：33号远征队,光与影33号远征队,igdb_alias_or_localization,high
Clair Obscur: Expedition 33,光與影：33號遠征隊,光與影33號遠征隊,igdb_alias_or_localization,high
Clair Obscur: Expedition 33,클레르 옵스퀴르: 33 원정대,33,igdb_alias_or_localization,high
Clair Obscur: Expedition 33,クレールオブスキュール エクスペディション33,クレールオブスキュールエクスペディション33,igdb_alias_or_localization,high
Cuphead,Cuphead,cuphead,csv_source,medium
Cuphead,茶杯头,茶杯头,igdb_alias_or_localization,medium
Cuphead,Cuphead.exe,cupheadexe,igdb_alias_or_localization,medium
Cuphead,カップヘッド,カップヘッド,igdb_alias_or_localization,medium
Cyberpunk 2077,Cyberpunk 2077,cyberpunk2077,csv_source,high
Cyberpunk 2077,赛博朋克2077,赛博朋克2077,igdb_alias_or_localization,high
Cyberpunk 2077,電馭叛客2077,電馭叛客2077,igdb_alias_or_localization,high
Cyberpunk 2077,Киберпанк 2077,2077,igdb_alias_or_localization,high
Cyberpunk 2077,サイバーパンク2077,サイバーパンク2077,igdb_alias_or_localization,high
Dark Souls,Dark Souls,darksouls,csv_source,high
Dark Souls,Project Dark,projectdark,igdb_alias_or_localization,high
Dark Souls,黑暗之魂,黑暗之魂,igdb_alias_or_localization,high
Dark Souls,ダークソウル,ダークソウル,igdb_alias_or_localization,high
Dark Souls II,Dark Souls II,darksoulsii,csv_source,high
Dark Souls II,Dark Souls 2,darksouls2,igdb_alias_or_localization,high
Dark Souls II,ダークソウル2,ダークソウル2,igdb_alias_or_localization,high
Dark Souls III,Dark Souls III,darksoulsiii,csv_source,high
Dark Souls III,Dark Souls 3,darksouls3,igdb_alias_or_localization,high
Dark Souls III,黑暗之魂III,黑暗之魂iii,igdb_alias_or_localization,high
Dark Souls III,DS3,ds3,igdb_alias_or_localization,high
Dark Souls III,ダークソウル III,ダークソウルiii,igdb_alias_or_localization,high
Dead Cells,Dead Cells,deadcells,csv_source,high
Dead Cells,deadcells.exe,deadcellsexe,igdb_alias_or_localization,high
Dead Cells,死亡细胞,死亡细胞,igdb_alias_or_localization,high
Death Stranding,Death Stranding,deathstranding,csv_source,high
Death Stranding,死亡搁浅,死亡搁浅,igdb_alias_or_localization,high
Death Stranding,死亡擱淺,死亡擱淺,igdb_alias_or_localization,high
Death Stranding,デスストランディング,デスストランディング,igdb_alias_or_localization,high
Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,deathstranding2onthebeach,csv_source,high
Death Stranding 2: On the Beach,死亡搁浅2：冥滩之上,死亡搁浅2冥滩之上,igdb_alias_or_localization,high
Death Stranding 2: On the Beach,死亡擱淺2：冥灘之上,死亡擱淺2冥灘之上,igdb_alias_or_localization,high
Death Stranding 2: On the Beach,Death Stranding 2,deathstranding2,igdb_alias_or_localization,high
Death Stranding 2: On the Beach,DS2.exe,ds2exe,igdb_alias_or_localization,high
Deltarune,Deltarune,deltarune,csv_source,high
Deltarune,DELTARUNE.exe,deltaruneexe,igdb_alias_or_localization,high
Devil May Cry,Devil May Cry,devilmaycry,csv_source,medium
Devil May Cry,DMC,dmc,igdb_alias_or_localization,medium
Devil May Cry,鬼泣,鬼泣,igdb_alias_or_localization,medium
Devil May Cry,デビル メイ クライ,デビルメイクライ,igdb_alias_or_localization,medium
Devil May Cry 3: Dante's Awakening,Devil May Cry 3: Dante's Awakening,devilmaycry3dantesawakening,csv_source,high
Devil May Cry 3: Dante's Awakening,DMC3,dmc3,igdb_alias_or_localization,high
Devil May Cry 3: Dante's Awakening,Devil May Cry 3: Dantes Erwachen,devilmaycry3danteserwachen,igdb_alias_or_localization,high
Devil May Cry 3: Dante's Awakening,鬼泣3：但丁觉醒,鬼泣3但丁觉醒,igdb_alias_or_localization,high
Devil May Cry 3: Dante's Awakening,Devil May Cry 3 : L'Éveil de Dante,devilmaycry3leveildedante,igdb_alias_or_localization,high
Devil May Cry 3: Dante's Awakening,デビル メイ クライ3,デビルメイクライ3,igdb_alias_or_localization,high
Devil May Cry 4,Devil May Cry 4,devilmaycry4,csv_source,medium
Devil May Cry 4,DMC4,dmc4,igdb_alias_or_localization,medium
Devil May Cry 4,デビル メイ クライ4,デビルメイクライ4,igdb_alias_or_localization,medium
Disco Elysium,Disco Elysium,discoelysium,csv_source,medium
Disco Elysium,极乐迪斯科,极乐迪斯科,igdb_alias_or_localization,medium
Disco Elysium,No Truce with the Furies,notrucewiththefuries,igdb_alias_or_localization,medium
Disco Elysium,disco.exe,discoexe,igdb_alias_or_localization,medium
Disco Elysium,ディスコエリジウム,ディスコエリジウム,igdb_alias_or_localization,medium
DmC: Devil May Cry,Devil May Cry 5,devilmaycry5,csv_source,medium
DmC: Devil May Cry,DmC: Devil May Cry,dmcdevilmaycry,logical_name,medium
Donkey Kong Country,Donkey Kong Country,donkeykongcountry,csv_source,medium
Donkey Kong Country,DKC,dkc,igdb_alias_or_localization,medium
Donkey Kong Country,Super Donkey Kong,superdonkeykong,igdb_alias_or_localization,medium
Donkey Kong Country,Donkey Kong,donkeykong,igdb_alias_or_localization,medium
Donkey Kong Country,DKC1,dkc1,igdb_alias_or_localization,medium
Donkey Kong Country,Donkey Kong's Monkey Mayhem,donkeykongsmonkeymayhem,igdb_alias_or_localization,medium
Donkey Kong Country,スーパードンキーコング,スーパードンキーコング,igdb_alias_or_localization,medium
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Country 2: Diddy's Kong Quest,donkeykongcountry2diddyskongquest,csv_source,high
Donkey Kong Country 2: Diddy's Kong Quest,DKC2,dkc2,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Country 2,donkeykongcountry2,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,DK2,dk2,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong 2,donkeykong2,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,DKC2: DKQ,dkc2dkq,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,Super Donkey Kong 2: Dixie & Diddy,superdonkeykong2dixiediddy,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Country 2: Diddy Kong's Quest,donkeykongcountry2diddykongsquest,igdb_alias_or_localization,high
Donkey Kong Country 2: Diddy's Kong Quest,スーパードンキーコング2 ディクシー＆ディディー,スーパードンキーコング2ディクシーディディー,igdb_alias_or_localization,high
Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze,donkeykongcountrytropicalfreeze,csv_source,medium
Donkey Kong Country: Tropical Freeze,DKC TF,dkctf,igdb_alias_or_localization,medium
Donkey Kong Country: Tropical Freeze,DKC: Tropical Freeze,dkctropicalfreeze,igdb_alias_or_localization,medium
Donkey Kong Country: Tropical Freeze,ドンキーコング トロピカルフリーズ,ドンキーコングトロピカルフリーズ,igdb_alias_or_localization,medium
Doom (1993),Doom,doom,csv_source,high
Doom (1993),Doom (1993),doom1993,logical_name,high
Doom (1993),Doom: Evil Unleashed,doomevilunleashed,igdb_alias_or_localization,high
Doom (1993),毁灭战士,毁灭战士,igdb_alias_or_localization,high
Doom (1993),ドゥーム,ドゥーム,igdb_alias_or_localization,high
Doom (2016),DOOM (2016),doom2016,csv_source,high
Doom (2016),Doom 4,doom4,igdb_alias_or_localization,high
Doom (2016),Doom IV,doomiv,igdb_alias_or_localization,high
Doom (2016),Doom Classic,doomclassic,igdb_alias_or_localization,high
Doom (2016),DOOMx64.exe,doomx64exe,igdb_alias_or_localization,high
Doom Eternal,DOOM Eternal,doometernal,csv_source,high
Doom Eternal,idTechLauncher.exe,idtechlauncherexe,igdb_alias_or_localization,high
Dragon Quest V: Tenkuu no Hanayome,Dragon Quest V,dragonquestv,csv_source,medium
Dragon Quest V: Tenkuu no Hanayome,Dragon Quest V: Tenkuu no Hanayome,dragonquestvtenkuunohanayome,logical_name,medium
Dragon Quest V: Tenkuu no Hanayome,ドラゴンクエストV,ドラゴンクエストv,igdb_alias_or_localization,medium
Dragon Quest V: Tenkuu no Hanayome,ドラクエV,ドラクエv,igdb_alias_or_localization,medium
Dragon Quest V: Tenkuu no Hanayome,Dragon Warrior V,dragonwarriorv,igdb_alias_or_localization,medium
Dragon Quest V: Tenkuu no Hanayome,Dragon Quest V: Hand of the Heavenly Bride,dragonquestvhandoftheheavenlybride,igdb_alias_or_localization,medium
Dragon Quest V: Tenkuu no Hanayome,Dragon Quest V: Bride of Heaven,dragonquestvbrideofheaven,igdb_alias_or_localization,medium
Dragon Quest V: Tenkuu no Hanayome,ドラゴンクエストV 天空の花嫁,ドラゴンクエストv天空の花嫁,igdb_alias_or_localization,medium
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII,dragonquestviii,csv_source,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII: Journey of the Cursed King,dragonquestviiijourneyofthecursedking,logical_name,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest 8,dragonquest8,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,DQ8,dq8,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,DQVIII,dqviii,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,勇者斗恶龙VIII,勇者斗恶龙viii,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,"Dragon Quest VIII: The Sky, the Ocean, the Earth, and the Cursed Princess",dragonquestviiitheskytheoceantheearthandthecursedprincess,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Doragon Kuesuto VIII Sora to Umi to Daichi to Norowareshi Himegimi,doragonkuesutoviiisoratoumitodaichitonorowareshihimegimi,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII: El periplo del Rey Maldito,dragonquestviiielperiplodelreymaldito,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest: Die Reise des verwunschenen Königs,dragonquestdiereisedesverwunschenenkonigs,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest: L'Odissea del Re Maledetto,dragonquestlodisseadelremaledetto,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest: L'Odyssée du Roi Maudit,dragonquestlodysseeduroimaudit,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,ドラゴンクエストVIII 空と海と大地と呪われし姫君,ドラゴンクエストviii空と海と大地と呪われし姫君,igdb_alias_or_localization,high
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest: The Journey of the Cursed King,dragonquestthejourneyofthecursedking,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI,dragonquestxi,csv_source,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI: Echoes of an Elusive Age,dragonquestxiechoesofanelusiveage,logical_name,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI: Ecos de un pasado perdido,dragonquestxiecosdeunpasadoperdido,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest 11,dragonquest11,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI: Sugisarishi Toki o Motomete,dragonquestxisugisarishitokiomotomete,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,DQ11,dq11,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,DQXI,dqxi,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,DQ XI: Echoes of an Elusive Age,dqxiechoesofanelusiveage,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI : Les Combattants de la Destinée,dragonquestxilescombattantsdeladestinee,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,Dragon Quest XI: In Search of Lost Time,dragonquestxiinsearchoflosttime,igdb_alias_or_localization,high
Dragon Quest XI: Echoes of an Elusive Age,ドラゴンクエスト XI 過ぎ去りし時を求めて,ドラゴンクエストxi過ぎ去りし時を求めて,igdb_alias_or_localization,high
Dragon Warrior III,Dragon Quest III,dragonquestiii,csv_source,medium
Dragon Warrior III,Dragon Warrior III,dragonwarrioriii,logical_name,medium
Dragon Warrior III,ドラゴンクエストIII,ドラゴンクエストiii,igdb_alias_or_localization,medium
Dragon Warrior III,Dragon Quest III: Soshite Densetsu e...,dragonquestiiisoshitedensetsue,igdb_alias_or_localization,medium
Dragon Warrior III,Dragon Quest III: Thus Into Legend...,dragonquestiiithusintolegend,igdb_alias_or_localization,medium
Dragon Warrior III,ドラゴンクエストIII そして伝説へ…,ドラゴンクエストiiiそして伝説へ,igdb_alias_or_localization,medium
Dragon Warrior IV,Dragon Quest IV,dragonquestiv,csv_source,medium
Dragon Warrior IV,Dragon Warrior IV,dragonwarrioriv,logical_name,medium
Dragon Warrior IV,ドラゴンクエストIV,ドラゴンクエストiv,igdb_alias_or_localization,medium
Dragon Warrior IV,Dragon Quest IV: Chapters of the Chosen,dragonquestivchaptersofthechosen,igdb_alias_or_localization,medium
Dragon Warrior IV,Dragon Quest IV: The Chapters of the Chosen,dragonquestivthechaptersofthechosen,igdb_alias_or_localization,medium
Dragon Warrior IV,Dragon Quest IV: Michibikareshi Mono-tachi,dragonquestivmichibikareshimonotachi,igdb_alias_or_localization,medium
Dragon Warrior IV,ドラクエIV,ドラクエiv,igdb_alias_or_localization,medium
